,Date,artistName,trackName,msPlayed
445,2019-10-09,P!nk,Please Don't Leave Me,231560
444,2019-10-09,5 Seconds of Summer,Amnesia,237247
443,2019-10-09,Ed Sheeran,Photograph,256293
442,2019-10-09,Owl City,Vanilla Twilight,164002
440,2019-10-09,5 Seconds of Summer,Amnesia,237247
419,2019-10-09,Band of Horses,The Funeral,321146
447,2019-10-09,5 Seconds of Summer,Amnesia,237247
417,2019-10-09,Passenger,The One You Love,12100
395,2019-10-09,Jubin Nautiyal,"Gazab Ka Hai Din (From ""Dil Juunglee"")",236325
393,2019-10-09,Jubin Nautiyal,"Gazab Ka Hai Din (From ""Dil Juunglee"")",236325
392,2019-10-09,Jubin Nautiyal,"Gazab Ka Hai Din (From ""Dil Juunglee"")",236325
391,2019-10-09,Jubin Nautiyal,"Gazab Ka Hai Din (From ""Dil Juunglee"")",236325
390,2019-10-09,Borgeous,Everybody,1021
389,2019-10-09,Jubin Nautiyal,"Gazab Ka Hai Din (From ""Dil Juunglee"")",43073
388,2019-10-09,Mattilo,It´s Not Over,184871
387,2019-10-09,Council,Rust to Gold,216288
386,2019-10-09,Imagine Dragons,Believer,199951
385,2019-10-09,Jubin Nautiyal,"Gazab Ka Hai Din (From ""Dil Juunglee"")",168445
384,2019-10-09,Jubin Nautiyal,"Gazab Ka Hai Din (From ""Dil Juunglee"")",233908
383,2019-10-09,Jubin Nautiyal,"Gazab Ka Hai Din (From ""Dil Juunglee"")",195040
382,2019-10-09,Ed Sheeran,Photograph,70322
381,2019-10-09,Ed Sheeran,Photograph,256293
380,2019-10-09,Vengaboys,To Brazil!,21470
379,2019-10-09,Vengaboys,To Brazil!,187000
418,2019-10-09,Rhys Lewis,No Right To Love You - Acoustic,20360
396,2019-10-09,Jubin Nautiyal,"Gazab Ka Hai Din (From ""Dil Juunglee"")",236325
397,2019-10-09,Jubin Nautiyal,"Gazab Ka Hai Din (From ""Dil Juunglee"")",236325
394,2019-10-09,Jubin Nautiyal,"Gazab Ka Hai Din (From ""Dil Juunglee"")",236325
399,2019-10-09,Jubin Nautiyal,"Gazab Ka Hai Din (From ""Dil Juunglee"")",12419
416,2019-10-09,Humbear,Take Your Time,8380
415,2019-10-09,Ed Sheeran,Give Me Love,120940
414,2019-10-09,Haley Reinhart,Can't Help Falling in Love,126483
413,2019-10-09,Taylor Swift,Everything Has Changed,245413
412,2019-10-09,Tori Harper,After Dark,248299
411,2019-10-09,Ruelle,I Get to Love You,239362
398,2019-10-09,Jubin Nautiyal,"Gazab Ka Hai Din (From ""Dil Juunglee"")",236325
409,2019-10-09,Jubin Nautiyal,"Gazab Ka Hai Din (From ""Dil Juunglee"")",8933
408,2019-10-09,Jubin Nautiyal,"Gazab Ka Hai Din (From ""Dil Juunglee"")",224017
410,2019-10-09,Ed Sheeran,Photograph,256293
406,2019-10-09,Ed Sheeran,Photograph,14020
405,2019-10-09,Ed Sheeran,Photograph,256293
404,2019-10-09,Ed Sheeran,Photograph,256293
403,2019-10-09,Kishore Manraja,Madi Ni Murti Lavo Ke - DJ Remix,104522
402,2019-10-09,Kishore Manraja,Kesariyo Rang Tane - DJ Remix,425792
401,2019-10-09,Kishore Manraja,Natvar Nano Re - DJ Remix,2880
400,2019-10-09,Rupal Doshi,Nahi Melu Re - DJ Remix,6175
407,2019-10-09,Ed Sheeran,Photograph,234498
469,2019-10-10,Imagine Dragons,Radioactive,186813
475,2019-10-10,Imagine Dragons,Natural,29831
474,2019-10-10,Imagine Dragons,Thunder,187146
473,2019-10-10,Imagine Dragons,Believer,204346
472,2019-10-10,Rising Faith,Kiss Me (Before I Lose My Fucking Mind) - Demo,59918
470,2019-10-10,Imagine Dragons,Birds,195818
468,2019-10-10,Kygo,Born To Be Yours,2184
471,2019-10-10,Kygo,Born To Be Yours,1172
466,2019-10-10,Kygo,Born To Be Yours,35794
460,2019-10-10,Backstreet Boys,Incomplete,14695
461,2019-10-10,Stanaj,Changed,0
462,2019-10-10,Imagine Dragons,Demons,38091
467,2019-10-10,Imagine Dragons,Birds,621
464,2019-10-10,Imagine Dragons,Radioactive,186813
465,2019-10-10,Imagine Dragons,Birds,219440
463,2019-10-10,Imagine Dragons,Demons,177506
514,2019-10-11,21 Guns,Knee Deep,17660
497,2019-10-11,Ed Sheeran,Photograph,256293
498,2019-10-11,Imagine Dragons,Rise Up,231720
499,2019-10-11,Imagine Dragons,Rise Up,231720
500,2019-10-11,Imagine Dragons,Rise Up,231720
501,2019-10-11,Imagine Dragons,Rise Up,231720
502,2019-10-11,Imagine Dragons,Rise Up,210893
503,2019-10-11,The Local Train,Manzil,260628
504,2019-10-11,The Local Train,Bandey,305335
506,2019-10-11,The Local Train,Gustaakh,101716
507,2019-10-11,The Local Train,Khudi,2467
496,2019-10-11,Ed Sheeran,Photograph,37815
509,2019-10-11,Train,Marry Me,205453
510,2019-10-11,Echos,Saints,121986
511,2019-10-11,Elliot Linder,21 Guns,288120
512,2019-10-11,Elliot Linder,21 Guns,256706
513,2019-10-11,21 Guns,These Eyes,257080
505,2019-10-11,The Local Train,Dilnawaz,207530
508,2019-10-11,The Local Train,Mere Yaar,273127
495,2019-10-11,Ed Sheeran,Photograph,256293
493,2019-10-11,Ed Sheeran,Photograph,256293
476,2019-10-11,Imagine Dragons,Natural,118758
477,2019-10-11,Billie Eilish,when the party's over,104748
478,2019-10-11,5 Seconds of Summer,Youngblood,203417
479,2019-10-11,a-ha,Take On Me,226546
494,2019-10-11,Ed Sheeran,Photograph,256293
481,2019-10-11,Tears For Fears,Everybody Wants To Rule The World,139647
482,2019-10-11,Tears For Fears,Everybody Wants To Rule The World,207440
483,2019-10-11,Survivor,Eye of the Tiger,955
480,2019-10-11,Portugal. The Man,Feel It Still,163250
485,2019-10-11,The 1975,Somebody Else,2187
486,2019-10-11,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,127146
487,2019-10-11,Spandau Ballet,True (3 Engel für Charlie),22332
488,2019-10-11,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,197933
489,2019-10-11,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,197933
490,2019-10-11,Spandau Ballet,True (3 Engel für Charlie),40831
491,2019-10-11,5 Seconds of Summer,Amnesia,237247
492,2019-10-11,P!nk,Please Don't Leave Me,27592
484,2019-10-11,Arctic Monkeys,Why'd You Only Call Me When You're High?,21150
526,2019-10-12,The Local Train,Yeh Zindagi Hai,191945
527,2019-10-12,The Local Train,Yeh Zindagi Hai,57215
528,2019-10-12,The Local Train,Dil Mere,106767
525,2019-10-12,The Local Train,Kaisey Jiyun,239085
530,2019-10-12,The Local Train,Kaisey Jiyun - Acoustic,219583
531,2019-10-12,The Local Train,Yeh Zindagi Hai - Demo,47789
529,2019-10-12,The Local Train,Dil Mere,104524
524,2019-10-12,The Local Train,Choo Lo,233630
515,2019-10-12,The Local Train,Kaisey Jiyun,235019
522,2019-10-12,The Local Train,Vaaqif,308901
521,2019-10-12,The Local Train,Vaaqif,510
520,2019-10-12,The Local Train,Choo Lo,653
519,2019-10-12,The Local Train,Aaoge Tum Kabhi,1177
518,2019-10-12,The Local Train,Manzil,1059
517,2019-10-12,The Local Train,Aakhri Salaam,2176
516,2019-10-12,The Local Train,Bandey,828
523,2019-10-12,The Local Train,Kaisey Jiyun,18
542,2019-10-13,The Local Train,Manzil,150035
541,2019-10-13,The Local Train,Vaaqif,138153
540,2019-10-13,The Local Train,Aakhri Salaam,277432
539,2019-10-13,The Local Train,Mere Yaar,286720
538,2019-10-13,The Local Train,Aaftaab,233471
534,2019-10-13,Ed Sheeran,Photograph,112310
536,2019-10-13,Ed Sheeran,Photograph,208101
535,2019-10-13,Ed Sheeran,Photograph,144008
533,2019-10-13,The Local Train,Aaoge Tum Kabhi,262011
532,2019-10-13,The Local Train,Bandey,1123
537,2019-10-13,Ed Sheeran,Photograph,5258
548,2019-10-14,The Local Train,Choo Lo,233630
549,2019-10-14,The Local Train,Kaisey Jiyun,106937
546,2019-10-14,Ed Sheeran,Photograph,1669
547,2019-10-14,The Local Train,Bandey,4624
544,2019-10-14,The Local Train,Aaoge Tum Kabhi,313163
543,2019-10-14,The Local Train,Manzil,257842
545,2019-10-14,The Local Train,Bandey,68308
573,2019-10-15,Tom Odell,Can't Pretend,217840
574,2019-10-15,C2C,Down The Road,9623
592,2019-10-15,Franklin Larey,"Intermezzo in A Minor, Op. 118, No. 1",6047
575,2019-10-15,Volcano Choir,Byegone,262533
576,2019-10-15,Disclosure,When A Fire Starts To Burn,283705
577,2019-10-15,The Antlers,Kettering,446
578,2019-10-15,Chelsea Wolfe,The Waves Have Come,377540
579,2019-10-15,Woodkid,The Other Side,221973
580,2019-10-15,Radiohead,Exit Music (For a Film),267186
581,2019-10-15,Frédéric Chopin,"24 Préludes, Op. 28: No.4 in E minor - Largo",131200
583,2019-10-15,Dotan,Home II,331679
584,2019-10-15,Old Man Canyon,The Road,180557
585,2019-10-15,Radio Citizen,The Hop (feat. Bajka),214080
586,2019-10-15,Claude Debussy,Clair De Lune,306573
587,2019-10-15,D'Artagnan,Confession,170710
588,2019-10-15,Mozes and the Firstborn,Party Crasher,309053
589,2019-10-15,Splashh,Headspins,187573
590,2019-10-15,Fort Frances,Plastic Hearts,193855
591,2019-10-15,RAIGN,Empire Of Our Own,221110
582,2019-10-15,Wolfgang Amadeus Mozart,"Sonate en fa majeur, K 533/494: Rondo Allegretto",423666
572,2019-10-15,Youngblood Hawke,We Come Running,168415
567,2019-10-15,Parade of Lights,Tangled Up,93473
570,2019-10-15,Ben Howard,Promise,384080
571,2019-10-15,Youngblood Hawke,We Come Running,79144
551,2019-10-15,The Local Train,Yeh Zindagi Hai,249160
552,2019-10-15,The Local Train,Dil Mere,211290
553,2019-10-15,The Local Train,Kaisey Jiyun - Acoustic,173828
554,2019-10-15,Arpit G,Sun Mere Humsafar,61077
555,2019-10-15,Ed Sheeran,Photograph,164977
556,2019-10-15,Selena Gomez,Back To You,210240
557,2019-10-15,Billie Eilish,lovely (with Khalid),201866
558,2019-10-15,OneRepublic,Start Again (feat. Logic),165626
550,2019-10-15,The Local Train,Kaisey Jiyun,132187
560,2019-10-15,Lord Huron,The Night We Met (feat. Phoebe Bridgers),130868
561,2019-10-15,Lord Huron,The Night We Met (feat. Phoebe Bridgers),194042
562,2019-10-15,Leon Else,My Kind Of Love,0
563,2019-10-15,Colouring,Time,732
564,2019-10-15,HAERTS,Your Love,0
565,2019-10-15,Human Touch,Promise Not To Fall,0
566,2019-10-15,Years & Years,Sanctify,0
568,2019-10-15,YUNGBLUD,Tin Pan Boy,53712
569,2019-10-15,Imagine Dragons,Radioactive,186813
559,2019-10-15,YUNGBLUD,Falling Skies (feat. Charlotte Lawrence),202786
602,2019-10-16,The Local Train,Aaoge Tum Kabhi,51028
601,2019-10-16,The Local Train,Aaftaab,233471
600,2019-10-16,The Local Train,Mere Yaar,189572
599,2019-10-16,The Local Train,Khudi,297642
598,2019-10-16,The Local Train,Dilnawaz,207530
597,2019-10-16,The Local Train,Aaoge Tum Kabhi,313163
595,2019-10-16,The Local Train,Dil Mere,211290
594,2019-10-16,The Spiritual Machines,Couldn't Stop Caring,71699
593,2019-10-16,Franklin Larey,"Intermezzo in A Minor, Op. 118, No. 1",124354
596,2019-10-16,The Local Train,Aaftaab,233471
613,2019-10-17,Youngblood Hawke,We Come Running,4546
620,2019-10-17,Jubin Nautiyal,"Gazab Ka Hai Din (From ""Dil Juunglee"")",132378
619,2019-10-17,Jubin Nautiyal,"Gazab Ka Hai Din (From ""Dil Juunglee"")",236325
618,2019-10-17,Jubin Nautiyal,"Gazab Ka Hai Din (From ""Dil Juunglee"")",236325
617,2019-10-17,Arpit G,Sun Mere Humsafar,4122
616,2019-10-17,Volcano Choir,Byegone,7023
615,2019-10-17,Tom Odell,Can't Pretend,1758
614,2019-10-17,Youngblood Hawke,We Come Running,150227
612,2019-10-17,Ben Howard,Promise,345746
607,2019-10-17,Lord Huron,The Night We Met (feat. Phoebe Bridgers),125149
610,2019-10-17,Leon Else,My Kind Of Love,209960
609,2019-10-17,Colouring,Time,204400
608,2019-10-17,Parade of Lights,Tangled Up,212280
611,2019-10-17,HAERTS,Your Love,21492
606,2019-10-17,Lord Huron,The Night We Met (feat. Phoebe Bridgers),83327
605,2019-10-17,The Local Train,Mere Yaar,125109
604,2019-10-17,The Local Train,Khudi,297642
603,2019-10-17,The Local Train,Dilnawaz,207530
630,2019-10-18,The Local Train,Kaisey Jiyun - Acoustic,25462
629,2019-10-18,The Local Train,Dil Mere,194498
628,2019-10-18,The Local Train,Yeh Zindagi Hai,249160
627,2019-10-18,The Local Train,Dil Mere,16860
626,2019-10-18,The Local Train,Kaisey Jiyun,239085
624,2019-10-18,The Local Train,Bandey,178666
623,2019-10-18,The Local Train,Aaoge Tum Kabhi,313163
622,2019-10-18,The Local Train,Manzil,260628
621,2019-10-18,Jubin Nautiyal,"Gazab Ka Hai Din (From ""Dil Juunglee"")",214951
625,2019-10-18,The Local Train,Choo Lo,233630
642,2019-10-19,The Local Train,Gustaakh,29517
650,2019-10-19,The Local Train,Aaoge Tum Kabhi,30763
649,2019-10-19,The Local Train,Aaftaab,233471
648,2019-10-19,The Local Train,Dil Mere,211290
647,2019-10-19,The Local Train,Mere Yaar,8335
646,2019-10-19,The Local Train,Aaftaab,233471
645,2019-10-19,The Local Train,Khudi,297642
644,2019-10-19,The Local Train,Dilnawaz,36456
643,2019-10-19,The Local Train,Dilnawaz,171073
641,2019-10-19,The Local Train,Gustaakh,154847
636,2019-10-19,Council,Rust to Gold,210894
639,2019-10-19,The Local Train,Kaisey Jiyun - Acoustic,155101
638,2019-10-19,The Local Train,Dil Mere,211290
637,2019-10-19,The Local Train,Yeh Zindagi Hai,249160
635,2019-10-19,Imagine Dragons,Believer,199951
634,2019-10-19,Colouring,Time,187511
633,2019-10-19,Parade of Lights,Tangled Up,212280
632,2019-10-19,Lord Huron,The Night We Met (feat. Phoebe Bridgers),208173
631,2019-10-19,Jubin Nautiyal,"Gazab Ka Hai Din (From ""Dil Juunglee"")",219224
640,2019-10-19,The Local Train,Yeh Zindagi Hai - Demo,252960
663,2019-10-20,The Local Train,Aaftaab,87311
664,2019-10-20,The Local Train,Aaoge Tum Kabhi,313163
665,2019-10-20,The Local Train,Dilnawaz,207530
666,2019-10-20,The Local Train,Khudi,112013
670,2019-10-20,The Local Train,Mizaaj,263509
668,2019-10-20,The Local Train,Mere Yaar,286720
669,2019-10-20,The Local Train,Aakhri Salaam,16476
662,2019-10-20,The Local Train,Aaftaab,146217
667,2019-10-20,The Local Train,Khudi,295948
661,2019-10-20,The Local Train,Dil Mere,211290
652,2019-10-20,The Local Train,Bandey,72
659,2019-10-20,The Local Train,Kaisey Jiyun,150
658,2019-10-20,The Local Train,Mere Yaar,353
657,2019-10-20,The Local Train,Khudi,446
656,2019-10-20,The Local Train,Aaoge Tum Kabhi,2505
655,2019-10-20,The Local Train,Yeh Zindagi Hai,101
654,2019-10-20,The Local Train,Mizaaj,90
653,2019-10-20,The Local Train,Aakhri Salaam,173
651,2019-10-20,The Local Train,Dilnawaz,0
660,2019-10-20,The Local Train,Choo Lo,233630
703,2019-10-21,Jubin Nautiyal,Humnava Mere,328992
702,2019-10-21,Jubin Nautiyal,Zindagi Kuch Toh Bata (Reprise),131419
701,2019-10-21,Jubin Nautiyal,Zindagi Kuch Toh Bata (Reprise),258878
697,2019-10-21,Jubin Nautiyal,Humnava Mere,328992
699,2019-10-21,Jubin Nautiyal,Humnava Mere,246284
698,2019-10-21,Jubin Nautiyal,Humnava Mere,328992
704,2019-10-21,Jubin Nautiyal,Humnava Mere,328992
696,2019-10-21,Jubin Nautiyal,Zindagi Kuch Toh Bata (Reprise),112066
700,2019-10-21,Jubin Nautiyal,Zindagi Kuch Toh Bata (Reprise),260010
705,2019-10-21,Jubin Nautiyal,Humnava Mere,328992
709,2019-10-21,Jubin Nautiyal,Humnava Mere,328992
707,2019-10-21,Jubin Nautiyal,Humnava Mere,328992
708,2019-10-21,Jubin Nautiyal,Humnava Mere,328992
710,2019-10-21,Jubin Nautiyal,Humnava Mere,328992
711,2019-10-21,Jubin Nautiyal,Humnava Mere,328992
712,2019-10-21,Jubin Nautiyal,Humnava Mere,328992
713,2019-10-21,Jubin Nautiyal,Humnava Mere,293052
714,2019-10-21,Jubin Nautiyal,Zindagi Kuch Toh Bata (Reprise),258878
715,2019-10-21,Jubin Nautiyal,Zindagi Kuch Toh Bata (Reprise),47358
695,2019-10-21,Jubin Nautiyal,Zindagi Kuch Toh Bata (Reprise),37303
706,2019-10-21,Jubin Nautiyal,Humnava Mere,328992
694,2019-10-21,Jubin Nautiyal,Zindagi Kuch Toh Bata (Reprise),36010
675,2019-10-21,The Local Train,Aaoge Tum Kabhi,313163
692,2019-10-21,Jubin Nautiyal,Zindagi Kuch Toh Bata (Reprise),258878
693,2019-10-21,Jubin Nautiyal,Zindagi Kuch Toh Bata (Reprise),110551
671,2019-10-21,Jubin Nautiyal,Humnava Mere,353381
672,2019-10-21,Jubin Nautiyal,Humnava Mere,9716
673,2019-10-21,The Local Train,Dil Mere,211290
674,2019-10-21,The Local Train,Aaftaab,233471
676,2019-10-21,The Local Train,Dilnawaz,207530
678,2019-10-21,Jubin Nautiyal,Humnava Mere,328992
679,2019-10-21,Jubin Nautiyal,Humnava Mere,125224
680,2019-10-21,Aditya Narayan,"Humnava Mere-Baarish (From ""T-Series Mixtape Season 2"")",339725
681,2019-10-21,Aditya Narayan,"Humnava Mere-Baarish (From ""T-Series Mixtape Season 2"")",201020
677,2019-10-21,The Local Train,Khudi,230952
683,2019-10-21,Sonu Nigam,Mann Bawra (Duet),9391
691,2019-10-21,Jubin Nautiyal,Zindagi Kuch Toh Bata (Reprise),40857
682,2019-10-21,NAALAYAK,Bawra,24129
689,2019-10-21,Jubin Nautiyal,Zindagi Kuch Toh Bata (Reprise),182068
688,2019-10-21,Rahat Fateh Ali Khan,Zindagi Kuch Toh Bata,164859
687,2019-10-21,Arijit Singh,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",7512
690,2019-10-21,Jubin Nautiyal,Zindagi Kuch Toh Bata (Reprise),218022
686,2019-10-21,Arijit Singh,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",74111
685,2019-10-21,Jubin Nautiyal,Zindagi Kuch Toh Bata (Reprise),1927
684,2019-10-21,Selena Gomez,Back To You,106683
750,2019-10-22,Akhil Sachdeva,Humsafar,4342
743,2019-10-22,Lord Huron,The Night We Met (feat. Phoebe Bridgers),17079
744,2019-10-22,Jubin Nautiyal,Humnava Mere,5698
745,2019-10-22,Billie Eilish,lovely (with Khalid),69054
746,2019-10-22,A.R. Rahman,The Humma Song,10176
747,2019-10-22,A.R. Rahman,The Humma Song,179657
748,2019-10-22,Shankar Mahadevan,Love Theme,14668
749,2019-10-22,The Local Train,Dil Mere,3121
742,2019-10-22,Selena Gomez,Back To You,210240
751,2019-10-22,The Local Train,Mere Yaar,280327
763,2019-10-22,Calum Scott,You Are The Reason,124149
753,2019-10-22,The Local Train,Aaoge Tum Kabhi,313163
754,2019-10-22,The Local Train,Dilnawaz,207530
755,2019-10-22,The Local Train,Khudi,297642
757,2019-10-22,The Local Train,Mizaaj,6824
758,2019-10-22,Arijit Singh,Tujhe Kitna Chahne Lage,284779
759,2019-10-22,Akhil Sachdeva,Tera Ban Jaunga,1965
760,2019-10-22,Sachet Tandon,Mere Sohneya,50119
761,2019-10-22,Arijit Singh,Bekhayali (Arijit Singh Version),9194
762,2019-10-22,Shreya Ghoshal,Yeh Aaina,20838
741,2019-10-22,Gaten Matarazzo,Never Ending Story,125480
752,2019-10-22,The Local Train,Aaftaab,233471
740,2019-10-22,One Direction,Little Black Dress,27203
756,2019-10-22,The Local Train,Mere Yaar,286720
738,2019-10-22,One Direction,Happily,175480
716,2019-10-22,Jubin Nautiyal,Humnava Mere,322548
717,2019-10-22,The Local Train,Manzil,260628
718,2019-10-22,The Local Train,Aaoge Tum Kabhi,53068
719,2019-10-22,The Local Train,Bandey,305335
721,2019-10-22,The Local Train,Kaisey Jiyun,78916
722,2019-10-22,Jubin Nautiyal,Humnava Mere,328992
739,2019-10-22,One Direction,Right Now,200400
723,2019-10-22,Jubin Nautiyal,Humnava Mere,115709
724,2019-10-22,Jubin Nautiyal,Zindagi Kuch Toh Bata (Reprise),411
725,2019-10-22,Jubin Nautiyal,Humnava Mere,310266
726,2019-10-22,Jubin Nautiyal,Zindagi Kuch Toh Bata (Reprise),191038
720,2019-10-22,The Local Train,Choo Lo,233630
728,2019-10-22,The Local Train,Dil Mere,211290
727,2019-10-22,Calum Scott,You Are The Reason,198684
737,2019-10-22,One Direction,Strong,184373
736,2019-10-22,One Direction,Don't Forget Where You Belong,241000
734,2019-10-22,One Direction,You & I,0
735,2019-10-22,One Direction,Midnight Memories,979
732,2019-10-22,One Direction,Story of My Life,245493
731,2019-10-22,One Direction,Best Song Ever,200106
730,2019-10-22,Jubin Nautiyal,Humnava Mere,123900
729,2019-10-22,The Local Train,Aaftaab,106522
733,2019-10-22,One Direction,Diana,92145
783,2019-10-23,Jubin Nautiyal,Humnava Mere,328992
788,2019-10-23,Jubin Nautiyal,Humnava Mere,328992
784,2019-10-23,Jubin Nautiyal,Humnava Mere,116448
785,2019-10-23,Jubin Nautiyal,Humnava Mere,205337
786,2019-10-23,Jubin Nautiyal,Humnava Mere,328992
787,2019-10-23,Jubin Nautiyal,Humnava Mere,328992
789,2019-10-23,Jubin Nautiyal,Humnava Mere,9133
794,2019-10-23,Chris Tomlin,Our God,10380
791,2019-10-23,Billie Eilish,lovely (with Khalid),56940
792,2019-10-23,21 Guns,These Eyes,3790
793,2019-10-23,Chris Tomlin,Our God,285160
795,2019-10-23,Chris Tomlin,How Great Is Our God,159500
796,2019-10-23,Selena Gomez,Back To You,184062
782,2019-10-23,Jubin Nautiyal,Humnava Mere,328992
790,2019-10-23,Selena Gomez,Back To You,210240
781,2019-10-23,Jubin Nautiyal,Humnava Mere,328992
776,2019-10-23,The Local Train,Vaaqif,323609
779,2019-10-23,Jubin Nautiyal,Humnava Mere,328992
780,2019-10-23,Jubin Nautiyal,Humnava Mere,317640
765,2019-10-23,The Local Train,Choo Lo,1625
766,2019-10-23,The Local Train,Mere Yaar,286720
767,2019-10-23,The Local Train,Mizaaj,263509
768,2019-10-23,The Local Train,Mere Yaar,3153
769,2019-10-23,The Local Train,Aaftaab,233471
770,2019-10-23,The Local Train,Yeh Zindagi Hai - Demo,260381
764,2019-10-23,The Local Train,Aaoge Tum Kabhi,725
772,2019-10-23,The Local Train,Dilnawaz,207530
773,2019-10-23,The Local Train,Khudi,297642
774,2019-10-23,The Local Train,Aaftaab,10602
775,2019-10-23,The Local Train,Aakhri Salaam,277432
777,2019-10-23,Jubin Nautiyal,Humnava Mere,328992
778,2019-10-23,Jubin Nautiyal,Humnava Mere,11386
771,2019-10-23,The Local Train,Gustaakh,184320
816,2019-10-24,DJ Snake,Turn Down for What,213733
817,2019-10-24,DJ Snake,Turn Down for What,52505
818,2019-10-24,Mark Ronson,Uptown Funk (feat. Bruno Mars),269666
830,2019-10-24,On Purpose with Jay Shetty,10 Ways To Spot Ego & How To Replace it With Self Esteem Thoughts ,85836
820,2019-10-24,The Local Train,Aaftaab,233471
821,2019-10-24,The Local Train,Dilnawaz,78
822,2019-10-24,The Local Train,Aaoge Tum Kabhi,313163
825,2019-10-24,THE RANVEER SHOW,From Poverty To SUPERSTAR | The Inspiring Be YouNick Story | BeerBiceps Interview  ,67511
824,2019-10-24,Vishal Mishra,Kaise Hua,153628
826,2019-10-24,On Purpose with Jay Shetty,Laurie Santos: ON Teaching The Most Popular Class at Yale University ,0
827,2019-10-24,On Purpose with Jay Shetty,Khloe Kardashian: ON The Importance Of Putting Yourself First & Making Kindness The New Norm,0
828,2019-10-24,On Purpose with Jay Shetty,Kenneth Cole: ON How To Creatively Break Into The Career Of Your Choice,149610
829,2019-10-24,On Purpose with Jay Shetty,10 Ways To Spot Ego & How To Replace it With Self Esteem Thoughts ,762107
815,2019-10-24,Hardwell,Drop To The Floor,500
823,2019-10-24,Sachet Tandon,Bekhayali,720
814,2019-10-24,Marshmello,Put Yo Hands Up,2461
819,2019-10-24,Mark Ronson,Uptown Funk (feat. Bruno Mars),83100
812,2019-10-24,Logic,Everyday,3909
797,2019-10-24,Selena Gomez,Back To You,210240
798,2019-10-24,Billie Eilish,lovely (with Khalid),29929
